tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner1_id,winner2_id,winner_seed,winner_entry,loser1_id,loser2_id,loser_seed,loser_entry,score,best_of,round,winner1_name,winner1_hand,winner1_ht,winner1_ioc,winner1_age,winner2_name,winner2_hand,winner2_ht,winner2_ioc,winner2_age,loser1_name,loser1_hand,loser1_ht,loser1_ioc,loser1_age,loser2_name,loser2_hand,loser2_ht,loser2_ioc,loser2_age,winner1_rank,winner1_rank_points,winner2_rank,winner2_rank_points,loser1_rank,loser1_rank_points,loser2_rank,loser2_rank_points,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2020-9158,Cordoba,Clay,32,A,20200203,261,106065,105077,,,104600,200225,,,6-4 3-6 (10-6),3,R32,Marco Cecchinato,R,,ITA,27.34291581,Albert Ramos,L,188,ESP,32.04654346,Treat Conrad Huey,L,178,PHI,34.43394935,Nathaniel Lammons,U,,USA,26.47775496,417,100,273,190,157,463,115,725,66,2,1,61,40,28,13,9,3,4,7,2,63,46,35,7,10,2,3
2020-9158,Cordoba,Clay,32,A,20200203,260,104919,105120,4,,105160,106228,,,6-3 1-6 (10-5),3,R32,Leonardo Mayer,R,188,ARG,32.72279261,Andres Molteni,R,,ARG,31.88774812,Guillermo Duran,R,,ARG,31.6605065,Juan Ignacio Londero,R,,ARG,26.46954141,116,719,55,1605,87,933,275,190,69,3,6,54,38,26,7,8,5,7,2,1,48,38,25,7,8,4,5
2020-9158,Cordoba,Clay,32,A,20200203,259,105487,105550,,,104655,106198,,,6-4 7-5,3,R32,Facundo Bagnis,L,,ARG,29.93292266,Guido Pella,L,185,ARG,29.71663244,Pablo Cuevas,R,180,URU,34.08898015,Hugo Dellien,R,,BOL,26.63381246,213,305,60,1440,119,715,261,210,75,0,1,64,47,32,12,11,4,4,4,3,64,42,32,7,11,4,6
2020-9158,Cordoba,Clay,32,A,20200203,258,105943,124079,,Alt,105948,106426,,,7-6(5) 6-1,3,R32,Federico Gaio,R,,ITA,27.91512663,Pedro Martinez Portero,R,,ESP,22.77344285,Federico Coria,R,,ARG,27.90417522,Christian Garin,R,,CHI,23.67967146,855,32,193,358,1214,15,252,220,69,3,4,58,40,34,10,10,2,2,1,3,58,42,27,7,9,8,10
2020-9158,Cordoba,Clay,32,A,20200203,257,105269,104235,3,,106398,126663,,WC,6-1 6-1,3,R32,Marcelo Demoliner,R,,BRA,31.04175222,Matwe Middelkoop,R,,NED,36.41889117,Pedro Cachin,R,,ARG,24.81314168,Juan Pablo Ficovich,R,,ARG,23.02532512,58,1530,59,1460,372,116,821,35,41,1,1,37,28,24,4,7,1,1,0,1,41,31,15,4,7,7,12
2020-9158,Cordoba,Clay,32,A,20200203,256,106329,105262,,,105561,126149,,Alt,W/O,3,R32,Thiago Monteiro,L,,BRA,25.67830253,Fernando Romboli,R,180,BRA,31.08008214,Alessandro Giannessi,L,183,ITA,29.68104038,Gianluca Mager,R,,ITA,25.17453799,755,40,100,845,,,380,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-9158,Cordoba,Clay,32,A,20200203,255,105431,105271,,,105695,126115,2,,3-6 6-3 (11-9),3,R32,Ariel Behar,R,,URU,30.22587269,Gonzalo Escobar,L,,ECU,31.03627652,Sander Gille,R,,BEL,29.0513347,Joran Vliegen,U,,BEL,26.57631759,74,1109,71,1157,45,1868,37,2183,74,3,1,55,42,35,5,9,4,5,3,2,59,40,31,11,9,1,2
2020-0375,Montpellier,Hard,32,A,20200203,269,105677,106207,,,104693,103529,,,6-4 6-7(4) (10-4),3,F,Nikola Cacic,R,,SRB,29.15811088,Mate Pavic,L,,CRO,26.58453114,Dominic Inglot,R,,GBR,33.9137577,Aisam Ul Haq Qureshi,R,183,PAK,39.88227242,73,1117,15,3830,65,1335,56,1560,89,10,0,67,51,44,10,11,4,4,7,0,73,53,39,11,11,4,5
2020-0375,Montpellier,Hard,32,A,20200203,268,105677,106207,,,105493,105302,,,7-6(3) 7-5,3,SF,Nikola Cacic,R,,SRB,29.15811088,Mate Pavic,L,,CRO,26.58453114,Tomislav Brkic,R,,BIH,29.90554415,Ante Pavic,R,,CRO,30.91033539,73,1117,15,3830,107,772,106,781,98,7,2,65,51,43,8,12,3,4,4,2,73,46,31,15,12,0,2
2020-0375,Montpellier,Hard,32,A,20200203,267,104693,103529,,,104679,105439,4,,4-6 7-6(5) (10-5),3,SF,Dominic Inglot,R,,GBR,33.9137577,Aisam Ul Haq Qureshi,R,183,PAK,39.88227242,Jamie Murray,L,190,GBR,33.97125257,Neal Skupski,R,,GBR,30.17385353,65,1335,56,1560,25,3125,28,3075,104,9,6,74,46,32,18,11,3,5,2,4,71,46,35,14,11,3,4
2020-0375,Montpellier,Hard,32,A,20200203,266,105677,106207,,,105906,103917,1,,6-4 7-5,3,QF,Nikola Cacic,R,,SRB,29.15811088,Mate Pavic,L,,CRO,26.58453114,Kevin Krawietz,R,190,GER,28.02737851,Nicolas Mahut,R,190,FRA,38.03422313,73,1117,15,3830,11,4490,6,5190,70,8,3,58,35,29,12,11,8,9,3,4,62,45,33,5,11,4,7
2020-0375,Montpellier,Hard,32,A,20200203,265,105493,105302,,,103781,104273,3,,6-4 2-6 (10-7),3,QF,Tomislav Brkic,R,,BIH,29.90554415,Ante Pavic,R,,CRO,30.91033539,Jurgen Melzer,L,183,AUT,38.70225873,Edouard Roger Vasselin,R,188,FRA,36.183436,107,772,106,781,35,2445,17,3770,78,7,5,62,42,30,6,9,9,12,4,1,56,39,24,10,9,3,5
2020-0375,Montpellier,Hard,32,A,20200203,264,104679,105439,4,,106049,106022,,,3-6 6-2 (10-2),3,QF,Jamie Murray,L,190,GBR,33.97125257,Neal Skupski,R,,GBR,30.17385353,Ivan Sabanov,R,,CRO,27.44147844,Matej Sabanov,R,,CRO,27.60848734,25,3125,28,3075,161,443,161,443,64,4,2,48,35,28,4,8,3,4,0,0,57,45,28,6,9,1,3
2020-0375,Montpellier,Hard,32,A,20200203,263,104693,103529,,,103828,104486,2,,7-6(4) 6-7(4) (11-9),3,QF,Dominic Inglot,R,,GBR,33.9137577,Aisam Ul Haq Qureshi,R,183,PAK,39.88227242,Jean Julien Rojer,R,183,AHO,38.4421629,Horia Tecau,R,193,ROU,35.03901437,65,1335,56,1560,19,3740,18,3740,106,12,5,83,50,40,23,12,6,6,7,1,77,49,43,19,12,0,0
2020-0375,Montpellier,Hard,32,A,20200203,262,105906,103917,1,,105173,105714,,,7-6(4) 4-6 (10-4),3,R32,Kevin Krawietz,R,190,GER,28.02737851,Nicolas Mahut,R,190,FRA,38.03422313,Adrian Mannarino,L,183,FRA,31.59753593,Hugo Nys,R,,MON,28.96372348,11,4490,6,5190,227,270,67,1273,84,2,5,72,46,36,17,11,2,4,6,3,67,40,31,18,11,2,3
2020-0375,Montpellier,Hard,32,A,20200203,261,105677,106207,,,104932,200384,,WC,6-4 6-4,3,R32,Nikola Cacic,R,,SRB,29.15811088,Mate Pavic,L,,CRO,26.58453114,Kenny De Schepper,L,203,FRA,32.6844627,Hugo Gaston,U,,FRA,19.35386721,73,1117,15,3830,,,647,51,66,4,0,55,37,30,10,10,3,3,3,1,59,48,31,4,10,8,10
2020-0375,Montpellier,Hard,32,A,20200203,260,103781,104273,3,,103852,104043,,WC,6-2 6-2,3,R32,Jurgen Melzer,L,183,AUT,38.70225873,Edouard Roger Vasselin,R,188,FRA,36.183436,Feliciano Lopez,L,188,ESP,38.37097878,Marc Lopez,R,175,ESP,37.51129363,35,2445,17,3770,51,1655,186,370,49,3,1,36,20,17,15,8,0,0,3,3,42,30,16,6,8,1,5
2020-0375,Montpellier,Hard,32,A,20200203,259,105493,105302,,,104620,105433,,,6-4 6-4,3,R32,Tomislav Brkic,R,,BIH,29.90554415,Ante Pavic,R,,CRO,30.91033539,Simone Bolelli,R,183,ITA,34.32169747,Roman Jebavy,R,,CZE,30.21492129,107,772,106,781,70,1161,66,1286,68,4,1,54,36,24,12,10,2,4,1,1,56,44,26,7,10,4,8
2020-0375,Montpellier,Hard,32,A,20200203,258,106049,106022,,,105807,105311,,,7-6(7) 7-6(8),3,R32,Ivan Sabanov,R,,CRO,27.44147844,Matej Sabanov,R,,CRO,27.60848734,Pablo Carreno Busta,R,188,ESP,28.56399726,Joao Sousa,R,185,POR,30.84736482,161,443,161,443,99,845,63,1360,98,1,3,82,62,46,11,12,2,3,8,1,86,57,40,17,12,8,9
2020-0375,Montpellier,Hard,32,A,20200203,257,104679,105439,4,,102382,110602,,Alt,6-1 6-0,3,R32,Jamie Murray,L,190,GBR,33.97125257,Neal Skupski,R,,GBR,30.17385353,Julian Knowle,L,188,AUT,45.76591376,Dennis Novak,R,,AUT,26.43394935,25,3125,28,3075,,,1201,15,39,5,0,31,24,22,2,6,2,2,1,6,39,25,9,5,7,1,7
2020-0375,Montpellier,Hard,32,A,20200203,256,104693,103529,,,122330,106000,,,6-7(5) 6-4 (12-10),3,R32,Dominic Inglot,R,,GBR,33.9137577,Aisam Ul Haq Qureshi,R,183,PAK,39.88227242,Alexander Bublik,R,,KAZ,22.63107461,Damir Dzumhur,R,172,BIH,27.70704997,65,1335,56,1560,96,855,,,97,4,0,79,52,36,16,11,4,5,5,5,79,52,41,10,11,2,4
2020-0375,Montpellier,Hard,32,A,20200203,255,103828,104486,2,,200000,133430,,,6-4 6-4,3,R32,Jean Julien Rojer,R,183,AHO,38.4421629,Horia Tecau,R,193,ROU,35.03901437,Felix Auger Aliassime,R,,CAN,19.4880219,Denis Shapovalov,L,,CAN,20.80492813,19,3740,18,3740,484,80,50,1715,78,3,2,62,39,27,13,10,7,7,8,4,51,30,22,11,10,7,9
2020-0891,Pune,Hard,32,A,20200203,269,122585,105464,,,102968,105781,3,,6-2 3-6 (10-8),3,F,Andre Goransson,U,,SWE,25.76317591,Christopher Rungkat,R,,INA,30.05338809,Jonathan Erlich,R,180,ISR,42.83093771,Andrei Vasilevski,R,,BLR,28.68720055,108,771,88,932,72,1152,93,866,71,0,3,54,37,27,11,8,6,7,8,1,59,48,33,5,9,4,6
2020-0891,Pune,Hard,32,A,20200203,268,122585,105464,,,106033,104398,,,6-4 7-6(1),3,SF,Andre Goransson,U,,SWE,25.76317591,Christopher Rungkat,R,,INA,30.05338809,Romain Arneodo,R,,FRA,27.49897331,Andre Begemann,R,188,GER,35.56194387,108,771,88,932,103,811,104,808,73,2,0,61,45,37,11,11,1,1,1,0,66,53,35,9,11,3,4
2020-0891,Pune,Hard,32,A,20200203,267,102968,105781,3,,104646,106368,,,7-6(3) 6-4,3,SF,Jonathan Erlich,R,180,ISR,42.83093771,Andrei Vasilevski,R,,BLR,28.68720055,Purav Raja,R,,IND,34.15742642,Ramkumar Ramanathan,R,,IND,25.23750856,72,1152,93,866,91,902,129,608,84,3,2,58,46,40,8,11,0,1,9,4,69,53,34,9,11,5,7
2020-0891,Pune,Hard,32,A,20200203,266,106033,104398,,,104898,102963,1,,6-3 6-3,3,QF,Romain Arneodo,R,,FRA,27.49897331,Andre Begemann,R,188,GER,35.56194387,Robin Haase,R,190,NED,32.82956879,Robert Lindstedt,R,190,SWE,42.87748118,103,811,104,808,34,2755,75,1100,59,3,1,47,31,23,9,9,0,1,0,6,51,31,18,8,9,6,10
2020-0891,Pune,Hard,32,A,20200203,265,122585,105464,,,126156,105332,,,6-3 6-3,3,QF,Andre Goransson,U,,SWE,25.76317591,Christopher Rungkat,R,,INA,30.05338809,Antonie Hoang,R,,FRA,24.24914442,Benoit Paire,R,196,FRA,30.74058864,108,771,88,932,233,258,79,1028,51,2,2,47,35,28,8,9,1,1,4,3,54,37,25,6,9,8,11
2020-0891,Pune,Hard,32,A,20200203,264,102968,105781,3,,103893,105882,,,5-7 6-1 (10-8),3,QF,Jonathan Erlich,R,180,ISR,42.83093771,Andrei Vasilevski,R,,BLR,28.68720055,Paolo Lorenzi,R,183,ITA,38.13552361,Stefano Travaglia,U,,ITA,28.12867899,72,1152,93,866,235,252,494,78,78,5,1,57,29,27,20,10,4,5,3,4,61,39,31,10,9,5,7
2020-0891,Pune,Hard,32,A,20200203,263,104646,106368,,,105051,102233,,WC,6-2 6-1,3,QF,Purav Raja,R,,IND,34.15742642,Ramkumar Ramanathan,R,,IND,25.23750856,Matthew Ebden,R,188,AUS,32.1889117,Leander Paes,R,178,IND,46.63107461,91,902,129,608,118,715,117,718,56,3,0,34,25,21,7,7,0,0,0,1,49,28,16,8,8,7,12
2020-0891,Pune,Hard,32,A,20200203,262,104898,102963,1,,122644,105801,,,6-7(5) 6-3 (10-8),3,R32,Robin Haase,R,190,NED,32.82956879,Robert Lindstedt,R,190,SWE,42.87748118,Sander Arends,U,,NED,28.48733744,David Pel,L,,NED,28.57221081,34,2755,75,1100,78,1034,101,825,96,1,5,75,41,33,20,11,0,1,1,5,69,44,34,14,10,4,6
2020-0891,Pune,Hard,32,A,20200203,261,106033,104398,,,103977,138550,,,7-6(5) 4-6 (10-8),3,R32,Romain Arneodo,R,,FRA,27.49897331,Andre Begemann,R,188,GER,35.56194387,Nicholas Monroe,R,178,USA,37.81245722,Jackson J Withrow,U,,USA,26.57631759,103,811,104,808,94,864,76,1087,85,2,1,70,51,39,8,11,4,7,4,5,75,49,34,16,11,0,2
2020-0891,Pune,Hard,32,A,20200203,260,122585,105464,,,105850,104920,4,,3-6 6-4 (10-8),3,R32,Andre Goransson,U,,SWE,25.76317591,Christopher Rungkat,R,,INA,30.05338809,Cheng Peng Hsieh,R,,TPE,28.36687201,Denys Molchanov,R,,UKR,32.72005476,108,771,88,932,77,1081,89,930,65,2,1,65,47,32,9,10,4,6,3,1,57,40,29,12,9,0,1
2020-0891,Pune,Hard,32,A,20200203,259,126156,105332,,,103523,111459,,WC,3-6 7-5 (10-7),3,R32,Antonie Hoang,R,,FRA,24.24914442,Benoit Paire,R,196,FRA,30.74058864,Rohan Bopanna,R,190,IND,39.91786448,Arjun Kadhe,R,,IND,26.07255305,233,258,79,1028,40,2120,219,294,80,3,3,65,44,32,8,10,8,11,5,4,67,46,36,9,11,1,4
2020-0891,Pune,Hard,32,A,20200203,258,103893,105882,,,105575,105539,,,6-3 6-4,3,R32,Paolo Lorenzi,R,183,ITA,38.13552361,Stefano Travaglia,U,,ITA,28.12867899,Ricardas Berankis,R,175,LTU,29.62080767,Evgeny Donskoy,R,185,RUS,29.73853525,235,252,494,78,274,190,,,71,5,3,57,35,28,9,10,4,6,3,4,50,27,18,10,9,2,6
2020-0891,Pune,Hard,32,A,20200203,257,102968,105781,3,,105902,105591,,,4-6 6-3 (10-8),3,R32,Jonathan Erlich,R,180,ISR,42.83093771,Andrei Vasilevski,R,,BLR,28.68720055,James Duckworth,R,183,AUS,28.03559206,Matt Reid,R,,AUS,29.54962355,72,1152,93,866,188,360,83,969,71,4,3,63,37,29,16,10,4,5,3,2,53,39,29,11,9,0,1
2020-0891,Pune,Hard,32,A,20200203,256,104646,106368,,,106078,111576,,Alt,7-6(6) 6-3,3,R32,Purav Raja,R,,IND,34.15742642,Ramkumar Ramanathan,R,,IND,25.23750856,Egor Gerasimov,R,,BLR,27.22792608,Sumit Nagal,R,,IND,22.46680356,91,902,129,608,1131,17,1206,15,91,6,2,67,39,33,12,10,6,7,3,6,67,42,31,12,11,4,7
2020-0891,Pune,Hard,32,A,20200203,255,105051,102233,,WC,104690,104677,2,,6-2 7-6(5),3,R32,Matthew Ebden,R,188,AUS,32.1889117,Leander Paes,R,178,IND,46.63107461,Divij Sharan,L,,IND,33.9247091,Artem Sitak,R,,NZL,33.98494182,118,715,117,718,53,1638,64,1345,84,3,2,66,45,27,17,10,10,10,2,2,54,33,27,13,10,0,2
2020-0506,Buenos Aires,Clay,32,A,20200210,269,104719,104547,1,,105160,106228,,,6-4 5-7 (18-16),3,F,Marcel Granollers,R,190,ESP,33.83162218,Horacio Zeballos,L,188,ARG,34.78986995,Guillermo Duran,R,,ARG,31.67967146,Juan Ignacio Londero,R,,ARG,26.48870637,21,3520,4,5370,101,848,293,180,106,9,1,74,53,40,15,11,2,5,1,0,77,59,41,10,11,2,5
2020-0506,Buenos Aires,Clay,32,A,20200210,268,104719,104547,1,,105269,104235,4,,6-2 7-5,3,SF,Marcel Granollers,R,190,ESP,33.83162218,Horacio Zeballos,L,188,ARG,34.78986995,Marcelo Demoliner,R,,BRA,31.06091718,Matwe Middelkoop,R,,NED,36.43805613,21,3520,4,5370,48,1745,53,1655,74,2,2,49,37,32,5,10,1,2,2,2,61,37,26,8,10,9,13
2020-0506,Buenos Aires,Clay,32,A,20200210,267,105160,106228,,,105695,126115,3,,7-6(4) 6-4,3,SF,Guillermo Duran,R,,ARG,31.67967146,Juan Ignacio Londero,R,,ARG,26.48870637,Sander Gille,R,,BEL,29.07049966,Joran Vliegen,U,,BEL,26.59548255,101,848,293,180,45,1823,37,2138,87,2,3,67,46,31,11,11,6,8,7,1,68,46,31,8,11,5,8
2020-0506,Buenos Aires,Clay,32,A,20200210,266,104719,104547,1,,106329,105262,,,6-3 6-2,3,QF,Marcel Granollers,R,190,ESP,33.83162218,Horacio Zeballos,L,188,ARG,34.78986995,Thiago Monteiro,L,,BRA,25.69746749,Fernando Romboli,R,180,BRA,31.09924709,21,3520,4,5370,467,85,97,865,58,2,1,46,32,26,10,9,5,5,4,3,41,31,20,4,8,1,4
2020-0506,Buenos Aires,Clay,32,A,20200210,265,105269,104235,4,,144719,134770,,,6-3 6-4,3,QF,Marcelo Demoliner,R,,BRA,31.06091718,Matwe Middelkoop,R,,NED,36.43805613,Jaume Munar,R,,ESP,22.76796715,Casper Ruud,R,,NOR,21.13620808,48,1745,53,1655,149,495,207,310,63,1,1,54,38,32,6,10,5,6,1,2,57,44,26,7,9,5,8
2020-0506,Buenos Aires,Clay,32,A,20200210,264,105695,126115,3,,104655,106198,,,W/O,3,QF,Sander Gille,R,,BEL,29.07049966,Joran Vliegen,U,,BEL,26.59548255,Pablo Cuevas,R,180,URU,34.10814511,Hugo Dellien,R,,BOL,26.65297741,45,1823,37,2138,119,715,267,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-0506,Buenos Aires,Clay,32,A,20200210,263,105160,106228,,,104665,124079,,Alt,W/O,3,QF,Guillermo Duran,R,,ARG,31.67967146,Juan Ignacio Londero,R,,ARG,26.48870637,Pablo Andujar,R,180,ESP,34.04791239,Pedro Martinez Portero,R,,ESP,22.7926078,101,848,293,180,,,177,403,,,,,,,,,,,,,,,,,,,
2020-0506,Buenos Aires,Clay,32,A,20200210,262,104719,104547,1,,105431,105271,,,7-6(3) 7-5,3,R32,Marcel Granollers,R,190,ESP,33.83162218,Horacio Zeballos,L,188,ARG,34.78986995,Ariel Behar,R,,URU,30.24503765,Gonzalo Escobar,L,,ECU,31.05544148,21,3520,4,5370,71,1160,70,1232,94,2,0,69,50,34,11,12,2,4,4,3,74,57,33,10,12,12,15
2020-0506,Buenos Aires,Clay,32,A,20200210,261,106329,105262,,,207680,126535,,WC,6-3 3-6 (10-5),3,R32,Thiago Monteiro,L,,BRA,25.69746749,Fernando Romboli,R,180,BRA,31.09924709,Facundo Diaz Acosta,U,,ARG,19.15400411,Carlos Taberner,R,,ESP,22.50787132,467,85,97,865,1118,18,1186,15,74,3,3,59,46,33,7,9,5,7,3,2,59,34,24,14,9,4,6
2020-0506,Buenos Aires,Clay,32,A,20200210,260,105269,104235,4,,106065,105077,,,6-4 6-4,3,R32,Marcelo Demoliner,R,,BRA,31.06091718,Matwe Middelkoop,R,,NED,36.43805613,Marco Cecchinato,R,,ITA,27.36208077,Albert Ramos,L,188,ESP,32.06570842,48,1745,53,1655,449,90,288,180,55,4,0,48,37,25,10,10,2,5,2,1,59,40,22,8,10,6,11
2020-0506,Buenos Aires,Clay,32,A,20200210,259,144719,134770,,,105487,105643,,,7-5 6-3,3,R32,Jaume Munar,R,,ESP,22.76796715,Casper Ruud,R,,NOR,21.13620808,Facundo Bagnis,L,,ARG,29.95208761,Federico Delbonis,L,190,ARG,29.34976044,149,495,207,310,253,215,110,760,70,2,0,62,44,32,9,11,3,4,3,3,53,36,24,10,10,1,4
2020-0506,Buenos Aires,Clay,32,A,20200210,258,104655,106198,,,104919,105120,,,6-4 6-4,3,R32,Pablo Cuevas,R,180,URU,34.10814511,Hugo Dellien,R,,BOL,26.65297741,Leonardo Mayer,R,188,ARG,32.74195756,Andres Molteni,R,,ARG,31.90691307,119,715,267,200,96,869,59,1505,75,1,0,53,42,33,7,10,2,2,0,1,55,36,26,12,10,2,4
2020-0506,Buenos Aires,Clay,32,A,20200210,257,105695,126115,3,,105911,105948,,WC,4-6 6-1 (10-2),3,R32,Sander Gille,R,,BEL,29.07049966,Joran Vliegen,U,,BEL,26.59548255,Andrea Collarini,L,,ARG,28.02737851,Federico Coria,R,,ARG,27.92334018,45,1823,37,2138,1210,15,1213,15,69,6,1,56,37,28,11,9,0,1,1,2,49,34,21,8,8,4,6
2020-0506,Buenos Aires,Clay,32,A,20200210,256,105160,106228,,,106099,132283,,,7-5 6-4,3,R32,Guillermo Duran,R,,ARG,31.67967146,Juan Ignacio Londero,R,,ARG,26.48870637,Salvatore Caruso,R,,ITA,27.15400411,Lorenzo Sonego,R,,ITA,24.75290897,101,848,293,180,707,45,447,90,91,2,2,62,37,24,15,11,2,5,0,5,67,42,26,11,11,3,8
2020-0506,Buenos Aires,Clay,32,A,20200210,255,104665,124079,,Alt,104216,104802,2,,6-3 6-1,3,R32,Pablo Andujar,R,180,ESP,34.04791239,Pedro Martinez Portero,R,,ESP,22.7926078,Maximo Gonzalez,R,175,ARG,36.56125941,Fabrice Martin,R,,FRA,33.41546886,,,177,403,32,2830,22,3405,58,0,1,44,27,21,11,8,1,1,1,2,44,27,20,5,8,4,8
2020-0424,New York,Hard,32,A,20200210,269,104693,103529,,,105449,124187,,,7-6(5) 7-6(6),3,F,Dominic Inglot,R,,GBR,33.93292266,Aisam Ul Haq Qureshi,R,183,PAK,39.90143737,Steve Johnson,R,188,USA,30.13004791,Reilly Opelka,R,,USA,22.45311431,61,1430,51,1675,291,180,181,390,93,8,7,77,49,37,17,12,1,4,7,3,79,56,37,15,12,4,7
2020-0424,New York,Hard,32,A,20200210,268,105449,124187,,,105656,110779,,,7-6(3) 6-4,3,SF,Steve Johnson,R,188,USA,30.13004791,Reilly Opelka,R,,USA,22.45311431,Marcelo Arevalo,R,,ESA,29.31690623,Jonny Omara,R,,GBR,24.94455852,291,180,181,390,63,1387,57,1568,65,8,2,67,45,34,14,11,5,5,1,2,59,47,38,6,11,0,1
