tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner1_id,winner2_id,winner_seed,winner_entry,loser1_id,loser2_id,loser_seed,loser_entry,score,best_of,round,winner1_name,winner1_hand,winner1_ht,winner1_ioc,winner1_age,winner2_name,winner2_hand,winner2_ht,winner2_ioc,winner2_age,loser1_name,loser1_hand,loser1_ht,loser1_ioc,loser1_age,loser2_name,loser2_hand,loser2_ht,loser2_ioc,loser2_age,winner1_rank,winner1_rank_points,winner2_rank,winner2_rank_points,loser1_rank,loser1_rank_points,loser2_rank,loser2_rank_points,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2020-0424,New York,Hard,32,A,20200210,267,104693,103529,,,103977,106058,,PR,4-6 7-6(3) (10-3),3,SF,Dominic Inglot,R,,GBR,33.93292266,Aisam Ul Haq Qureshi,R,183,PAK,39.90143737,Nicholas Monroe,R,178,USA,37.83162218,Jack Sock,R,185,USA,27.37850787,61,1430,51,1675,104,839,141,540,91,8,3,71,48,38,12,11,2,3,4,4,75,48,34,13,11,5,5
2020-0424,New York,Hard,32,A,20200210,266,105449,124187,,,104690,104677,,,6-3 6-4,3,QF,Steve Johnson,R,188,USA,30.13004791,Reilly Opelka,R,,USA,22.45311431,Divij Sharan,L,,IND,33.94387406,Artem Sitak,R,,NZL,34.00410678,291,180,181,390,56,1573,65,1345,60,11,3,58,38,28,12,10,5,5,4,2,47,24,16,14,9,3,5
2020-0424,New York,Hard,32,A,20200210,265,105656,110779,,,102963,105815,,,6-4 6-7(6) (10-6),3,QF,Marcelo Arevalo,R,,ESA,29.31690623,Jonny Omara,R,,GBR,24.94455852,Robert Lindstedt,R,190,SWE,42.89664613,Tennys Sandgren,R,,USA,28.55578371,63,1387,57,1568,74,1110,208,310,99,1,4,79,56,40,11,11,6,8,6,3,78,53,38,10,11,3,6
2020-0424,New York,Hard,32,A,20200210,264,103977,106058,,PR,105677,105714,,,6-3 6-4,3,QF,Nicholas Monroe,R,178,USA,37.83162218,Jack Sock,R,185,USA,27.37850787,Nikola Cacic,R,,SRB,29.17727584,Hugo Nys,R,,MON,28.98288843,104,839,141,540,66,1328,69,1246,64,2,0,56,35,27,13,10,6,6,3,4,56,36,23,8,9,5,7
2020-0424,New York,Hard,32,A,20200210,263,104693,103529,,,105433,104233,,,4-6 6-1 (10-5),3,QF,Dominic Inglot,R,,GBR,33.93292266,Aisam Ul Haq Qureshi,R,183,PAK,39.90143737,Roman Jebavy,R,,CZE,30.23408624,Frederik Nielsen,R,190,DEN,36.45722108,61,1430,51,1675,76,1055,55,1610,67,7,1,62,40,24,16,9,6,7,1,0,50,44,26,3,8,1,3
2020-0424,New York,Hard,32,A,20200210,262,104690,104677,,,105572,105015,1,,7-6(3) 6-3,3,R32,Divij Sharan,L,,IND,33.94387406,Artem Sitak,R,,NZL,34.00410678,Austin Krajicek,L,,USA,29.65366188,Franco Skugor,R,193,CRO,32.39151266,56,1573,65,1345,43,2030,33,2810,79,8,1,62,44,39,9,11,0,0,3,1,62,42,25,14,10,3,4
2020-0424,New York,Hard,32,A,20200210,261,105449,124187,,,200005,138550,,,6-4 2-6 (10-8),3,R32,Steve Johnson,R,188,USA,30.13004791,Reilly Opelka,R,,USA,22.45311431,Ugo Humbert,L,,FRA,21.62628337,Jackson J Withrow,U,,USA,26.59548255,291,180,181,390,369,119,75,1087,65,13,0,60,49,36,5,9,4,6,6,3,62,37,26,16,9,6,7
2020-0424,New York,Hard,32,A,20200210,260,105656,110779,,,105428,104667,3,,6-3 4-6 (10-8),3,R32,Marcelo Arevalo,R,,ESA,29.31690623,Jonny Omara,R,,GBR,24.94455852,Marcus Daniell,R,190,NZL,30.2532512,Philipp Oswald,R,,AUT,34.04791239,63,1387,57,1568,49,1730,42,2060,80,2,1,59,38,27,13,9,0,1,1,3,68,43,32,9,10,6,8
2020-0424,New York,Hard,32,A,20200210,259,102963,105815,,,900026,900027,,WC,6-1 6-0,3,R32,Robert Lindstedt,R,190,SWE,42.89664613,Tennys Sandgren,R,,USA,28.55578371,,,,,,,,,,,74,1110,208,310,,,,,51,2,1,35,19,17,7,6,4,4,0,3,43,31,13,4,7,1,7
2020-0424,New York,Hard,32,A,20200210,258,105677,105714,,,200175,105302,,,5-7 7-5 (10-6),3,R32,Nikola Cacic,R,,SRB,29.17727584,Hugo Nys,R,,MON,28.98288843,Miomir Kecmanovic,R,,SRB,20.44626968,Ante Pavic,R,,CRO,30.92950034,66,1328,69,1246,205,315,107,806,89,5,3,72,44,33,19,12,6,7,4,3,70,52,41,6,12,6,7
2020-0424,New York,Hard,32,A,20200210,257,103977,106058,,PR,106382,110758,4,,7-6(4) 7-5,3,R32,Nicholas Monroe,R,178,USA,37.83162218,Jack Sock,R,185,USA,27.37850787,Luke Bambridge,R,,GBR,25.05407255,Ben Mclachlan,R,,NZL,27.75359343,104,839,141,540,50,1705,46,1815,85,4,2,69,45,36,17,12,3,3,8,0,72,50,39,11,12,9,10
2020-0424,New York,Hard,32,A,20200210,256,104693,103529,,,104545,126205,,WC,6-4 7-6(3),3,R32,Dominic Inglot,R,,GBR,33.93292266,Aisam Ul Haq Qureshi,R,183,PAK,39.90143737,John Isner,R,206,USA,34.7926078,Tommy Paul,R,,USA,22.73511294,61,1430,51,1675,187,360,570,60,74,5,4,69,43,35,14,11,2,2,1,1,64,43,31,13,11,1,2
2020-0424,New York,Hard,32,A,20200210,255,105433,104233,,,104136,104159,2,,6-4 6-4,3,R32,Roman Jebavy,R,,CZE,30.23408624,Frederik Nielsen,R,190,DEN,36.45722108,Santiago Gonzalez,R,190,MEX,36.96098563,Ken Skupski,L,185,GBR,36.84052019,76,1055,55,1610,38,2123,47,1753,61,1,0,54,41,29,11,10,3,3,2,2,56,43,29,6,10,1,3
2020-0407,Rotterdam,Hard,32,A,20200210,269,105732,103917,2,,105573,105526,,Q,7-6(5) 4-6 (10-7),3,F,Pierre Hugues Herbert,R,188,FRA,28.90075291,Nicolas Mahut,R,190,FRA,38.05338809,Henri Kontinen,R,,FIN,29.64544832,Jan Lennard Struff,R,,GER,29.79603012,30,3040,6,5225,31,2910,58,1540,94,12,4,73,48,40,11,11,5,7,13,3,74,49,41,10,11,1,2
2020-0407,Rotterdam,Hard,32,A,20200210,268,105573,105526,,Q,103523,133430,,,5-7 6-2 (10-8),3,SF,Henri Kontinen,R,,FIN,29.64544832,Jan Lennard Struff,R,,GER,29.79603012,Rohan Bopanna,R,190,IND,39.93702943,Denis Shapovalov,L,,CAN,20.82409309,31,2910,58,1540,41,2065,52,1670,73,3,1,59,32,21,19,10,3,5,7,2,62,38,22,14,10,3,6
2020-0407,Rotterdam,Hard,32,A,20200210,267,105732,103917,2,,104071,103594,,,6-7(6) 7-6(6) (10-7),3,SF,Pierre Hugues Herbert,R,188,FRA,28.90075291,Nicolas Mahut,R,190,FRA,38.05338809,Raven Klaasen,R,180,RSA,37.31964408,Oliver Marach,R,185,AUT,39.57015743,30,3040,6,5225,13,4325,29,3060,118,11,1,83,52,41,25,12,3,3,2,0,87,60,47,17,12,2,2
2020-0407,Rotterdam,Hard,32,A,20200210,266,105573,105526,,Q,104679,105439,,,5-7 6-1 (10-6),3,QF,Henri Kontinen,R,,FIN,29.64544832,Jan Lennard Struff,R,,GER,29.79603012,Jamie Murray,L,190,GBR,33.99041752,Neal Skupski,R,,GBR,30.19301848,31,2910,58,1540,25,3125,28,3075,82,8,2,64,37,27,16,10,6,8,5,0,57,35,22,10,9,0,3
2020-0407,Rotterdam,Hard,32,A,20200210,265,103523,133430,,,103828,104486,4,,6-2 3-6 (10-7),3,QF,Rohan Bopanna,R,190,IND,39.93702943,Denis Shapovalov,L,,CAN,20.82409309,Jean Julien Rojer,R,183,AHO,38.46132786,Horia Tecau,R,193,ROU,35.05817933,41,2065,52,1670,18,3740,17,3740,73,9,3,51,34,26,8,8,4,6,1,5,60,31,26,10,9,4,7
2020-0407,Rotterdam,Hard,32,A,20200210,264,104071,103594,,,200000,128034,,,6-4 6-7(5) (10-8),3,QF,Raven Klaasen,R,180,RSA,37.31964408,Oliver Marach,R,185,AUT,39.57015743,Felix Auger Aliassime,R,,CAN,19.50718686,Hubert Hurkacz,R,,POL,22.99520876,13,4325,29,3060,484,80,263,205,103,4,9,73,48,38,12,11,1,3,11,3,76,48,37,13,11,3,6
2020-0407,Rotterdam,Hard,32,A,20200210,263,105732,103917,2,,104926,104898,,,W/O,3,QF,Pierre Hugues Herbert,R,188,FRA,28.90075291,Nicolas Mahut,R,190,FRA,38.05338809,Fabio Fognini,R,178,ITA,32.71731691,Robin Haase,R,190,NED,32.84873374,30,3040,6,5225,136,575,34,2755,,,,,,,,,,,,,,,,,,,
2020-0407,Rotterdam,Hard,32,A,20200210,262,105573,105526,,Q,105906,105617,1,,6-2 6-2,3,R32,Henri Kontinen,R,,FIN,29.64544832,Jan Lennard Struff,R,,GER,29.79603012,Kevin Krawietz,R,190,GER,28.04654346,Andreas Mies,U,,GER,29.47296372,31,2910,58,1540,11,4445,12,4410,56,3,5,45,25,21,10,8,3,4,2,6,47,31,18,5,8,1,6
2020-0407,Rotterdam,Hard,32,A,20200210,261,104679,105439,,,103781,104273,,,7-6(4) 5-7 (10-7),3,R32,Jamie Murray,L,190,GBR,33.99041752,Neal Skupski,R,,GBR,30.19301848,Jurgen Melzer,L,183,AUT,38.72142368,Edouard Roger Vasselin,R,188,FRA,36.20260096,25,3125,28,3075,36,2285,19,3610,113,4,2,81,51,35,17,12,5,8,1,4,81,54,34,15,12,4,6
2020-0407,Rotterdam,Hard,32,A,20200210,260,103828,104486,4,,126774,102800,,WC,6-2 6-2,3,R32,Jean Julien Rojer,R,183,AHO,38.46132786,Horia Tecau,R,193,ROU,35.05817933,Stefanos Tsitsipas,R,,GRE,21.49760438,Nenad Zimonjic,R,190,SRB,43.68514716,18,3740,17,3740,86,960,407,101,48,5,1,39,25,23,9,8,1,1,3,2,43,30,18,4,8,1,5
2020-0407,Rotterdam,Hard,32,A,20200210,259,103523,133430,,,105188,105030,,,7-6(0) 6-7(5) (10-8),3,R32,Rohan Bopanna,R,190,IND,39.93702943,Denis Shapovalov,L,,CAN,20.82409309,John Peers,R,,AUS,31.54551677,Michael Venus,R,,NZL,32.32032854,41,2065,52,1670,35,2440,14,4200,102,12,2,85,54,40,19,12,6,7,3,4,89,62,44,11,12,3,4
2020-0407,Rotterdam,Hard,32,A,20200210,258,104071,103594,,,122644,105801,,WC,6-3 7-5,3,R32,Raven Klaasen,R,180,RSA,37.31964408,Oliver Marach,R,185,AUT,39.57015743,Sander Arends,U,,NED,28.5065024,David Pel,L,,NED,28.59137577,13,4325,29,3060,78,1024,105,825,67,0,6,53,32,26,8,10,2,4,1,6,53,27,17,14,11,0,5
2020-0407,Rotterdam,Hard,32,A,20200210,257,200000,128034,,,105323,105254,3,,6-3 7-6(9),3,R32,Felix Auger Aliassime,R,,CAN,19.50718686,Hubert Hurkacz,R,,POL,22.99520876,Wesley Koolhof,R,,NED,30.81724846,Nikola Mektic,R,,CRO,31.12936345,484,80,263,205,16,3820,20,3560,90,10,2,69,46,38,13,11,6,6,4,1,66,43,32,13,10,3,4
2020-0407,Rotterdam,Hard,32,A,20200210,256,104926,104898,,,111575,126094,,,7-6(1) 7-6(11),3,R32,Fabio Fognini,R,178,ITA,32.71731691,Robin Haase,R,190,NED,32.84873374,Karen Khachanov,R,,RUS,23.72347707,Andrey Rublev,R,,RUS,22.30800821,136,575,34,2755,80,1000,85,960,108,3,3,87,51,40,14,12,9,11,9,1,86,49,37,14,12,7,9
2020-0407,Rotterdam,Hard,32,A,20200210,255,105732,103917,2,,105332,106207,,,6-3 6-4,3,R32,Pierre Hugues Herbert,R,188,FRA,28.90075291,Nicolas Mahut,R,190,FRA,38.05338809,Benoit Paire,R,196,FRA,30.75975359,Mate Pavic,L,,CRO,26.6036961,30,3040,6,5225,82,983,15,3990,50,2,1,44,32,29,11,10,0,0,5,1,47,36,25,6,9,2,4
2020-0407,Rotterdam,Hard,32,A,20200210,242,105573,105526,1,,134868,122298,,WC,6-3 7-5,3,QF,Henri Kontinen,R,,FIN,29.64544832,Jan Lennard Struff,R,,GER,29.79603012,Tallon Griekspoor,R,,NED,23.60848734,Botic Van De Zandschulp,U,,NED,24.35318275,31,2910,58,1540,477,81,426,93,,3,2,62,40,31,13,11,7,7,0,3,58,37,26,9,10,7,9
2020-0407,Rotterdam,Hard,32,A,20200210,241,105573,105526,1,,200325,206173,,,6-4 3-6 (10-6),3,R32,Henri Kontinen,R,,FIN,29.64544832,Jan Lennard Struff,R,,GER,29.79603012,Emil Ruusuvuori,R,,FIN,20.85968515,Jannik Sinner,U,,ITA,18.48596851,31,2910,58,1540,248,221,392,105,,3,0,61,37,28,10,9,5,6,0,0,59,33,24,15,10,3,4
2020-0407,Rotterdam,Hard,32,A,20200210,240,134868,122298,,WC,122330,104660,2,,6-3 6-7(5) (10-5),3,R32,Tallon Griekspoor,R,,NED,23.60848734,Botic Van De Zandschulp,U,,NED,24.35318275,Alexander Bublik,R,,KAZ,22.65023956,Sergiy Stakhovsky,R,193,UKR,34.09445585,477,81,426,93,100,855,176,404,,2,2,73,43,27,20,10,5,7,2,3,79,54,31,11,11,7,11
2020-0499,Delray Beach,Hard,32,A,20200217,269,103184,103185,1,,106382,110758,4,,3-6 7-5 (10-5),3,F,Bob Bryan,L,193,USA,41.80424367,Mike Bryan,R,190,USA,41.80424367,Luke Bambridge,R,,GBR,25.07323751,Ben Mclachlan,R,,NZL,27.77275838,27,3110,27,3110,53,1705,48,1815,82,3,1,67,51,37,10,11,0,2,7,3,55,35,28,14,10,1,2
2020-0499,Delray Beach,Hard,32,A,20200217,268,103184,103185,1,,105656,110779,,,6-7(5) 6-4 (10-4),3,SF,Bob Bryan,L,193,USA,41.80424367,Mike Bryan,R,190,USA,41.80424367,Marcelo Arevalo,R,,ESA,29.33607118,Jonny Omara,R,,GBR,24.96372348,27,3110,27,3110,61,1460,57,1613,100,1,0,74,54,41,12,11,4,4,0,3,78,55,37,12,11,9,10
2020-0499,Delray Beach,Hard,32,A,20200217,267,106382,110758,4,,105677,105714,,,7-6(1) 7-5,3,SF,Luke Bambridge,R,,GBR,25.07323751,Ben Mclachlan,R,,NZL,27.77275838,Nikola Cacic,R,,SRB,29.19644079,Hugo Nys,R,,MON,29.00205339,53,1705,48,1815,66,1344,70,1201,84,7,0,61,45,39,11,12,1,2,5,2,72,49,36,11,12,3,5
2020-0499,Delray Beach,Hard,32,A,20200217,266,103184,103185,1,,104690,104677,,,6-2 4-6 (10-3),3,QF,Bob Bryan,L,193,USA,41.80424367,Mike Bryan,R,190,USA,41.80424367,Divij Sharan,L,,IND,33.96303901,Artem Sitak,R,,NZL,34.02327173,27,3110,27,3110,59,1593,65,1345,69,2,1,52,31,23,18,9,4,5,2,3,57,35,27,10,9,2,4
2020-0499,Delray Beach,Hard,32,A,20200217,265,105656,110779,,,106328,106261,,WC,6-4 6-4,3,QF,Marcelo Arevalo,R,,ESA,29.33607118,Jonny Omara,R,,GBR,24.96372348,Christian Harrison,R,,USA,25.72210815,Dennis Novikov,R,,USA,26.28062971,61,1460,57,1613,676,48,166,417,68,3,3,54,44,34,5,10,4,5,3,5,56,40,28,5,10,3,6
2020-0499,Delray Beach,Hard,32,A,20200217,264,106382,110758,4,,103977,138550,,WC,6-2 7-6(3),3,QF,Luke Bambridge,R,,GBR,25.07323751,Ben Mclachlan,R,,NZL,27.77275838,Nicholas Monroe,R,178,USA,37.85078713,Jackson J Withrow,U,,USA,26.6146475,53,1705,48,1815,93,909,76,1042,79,6,3,58,33,26,17,10,1,2,2,5,61,41,25,10,10,3,6
2020-0499,Delray Beach,Hard,32,A,20200217,263,105677,105714,,,126203,126205,,,7-6(4) 6-4,3,QF,Nikola Cacic,R,,SRB,29.19644079,Hugo Nys,R,,MON,29.00205339,Taylor Harry Fritz,R,,USA,22.30527036,Tommy Paul,R,,USA,22.75427789,66,1344,70,1201,132,615,573,60,66,3,2,64,36,28,20,11,8,9,4,3,68,41,29,13,11,3,5
2020-0499,Delray Beach,Hard,32,A,20200217,262,103184,103185,1,,106401,111442,,,W/O,3,R32,Bob Bryan,L,193,USA,41.80424367,Mike Bryan,R,190,USA,41.80424367,Nick Kyrgios,R,193,AUS,24.81040383,Jordan Thompson,R,,AUS,25.82888433,27,3110,27,3110,214,305,248,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-0499,Delray Beach,Hard,32,A,20200217,261,104690,104677,,,122585,200005,,,5-7 6-4 (10-7),3,R32,Divij Sharan,L,,IND,33.96303901,Artem Sitak,R,,NZL,34.02327173,Andre Goransson,U,,SWE,25.80150582,Ugo Humbert,L,,FRA,21.64544832,59,1593,65,1345,80,1002,454,90,102,5,4,75,40,32,14,11,5,8,1,4,64,42,29,10,11,2,5
2020-0499,Delray Beach,Hard,32,A,20200217,260,105656,110779,,,105428,104667,3,,6-4 6-2,3,R32,Marcelo Arevalo,R,,ESA,29.33607118,Jonny Omara,R,,GBR,24.96372348,Marcus Daniell,R,190,NZL,30.27241615,Philipp Oswald,R,,AUT,34.06707734,61,1460,57,1613,52,1730,41,2060,67,3,1,46,29,20,14,9,2,3,2,3,51,34,23,4,9,5,9
2020-0499,Delray Beach,Hard,32,A,20200217,259,106328,106261,,WC,104693,102963,,,6-4 6-4,3,R32,Christian Harrison,R,,USA,25.72210815,Dennis Novikov,R,,USA,26.28062971,Dominic Inglot,R,,GBR,33.95208761,Robert Lindstedt,R,190,SWE,42.91581109,676,48,166,417,56,1635,74,1065,70,4,5,56,38,31,7,10,5,6,3,6,53,29,22,10,10,2,5
2020-0499,Delray Beach,Hard,32,A,20200217,258,103977,138550,,WC,105173,111456,,PR,7-6(3) 6-3,3,R32,Nicholas Monroe,R,178,USA,37.85078713,Jackson J Withrow,U,,USA,26.6146475,Adrian Mannarino,L,183,FRA,31.63586585,Mackenzie Mcdonald,R,,USA,24.84052019,93,909,76,1042,289,180,340,135,79,4,6,62,36,28,11,10,10,11,1,5,74,49,29,12,11,12,15
2020-0499,Delray Beach,Hard,32,A,20200217,257,106382,110758,4,,105357,105591,,,W/O,3,R32,Luke Bambridge,R,,GBR,25.07323751,Ben Mclachlan,R,,NZL,27.77275838,John Millman,R,183,AUS,30.67761807,Matt Reid,R,,AUS,29.58795346,53,1705,48,1815,,,89,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-0499,Delray Beach,Hard,32,A,20200217,256,126203,126205,,,200175,105302,,,7-6(5) 7-5,3,R32,Taylor Harry Fritz,R,,USA,22.30527036,Tommy Paul,R,,USA,22.75427789,Miomir Kecmanovic,R,,SRB,20.46543463,Ante Pavic,R,,CRO,30.9486653,132,615,573,60,210,315,108,806,86,10,5,71,41,33,18,12,2,3,7,2,70,38,29,16,12,4,6
2020-0499,Delray Beach,Hard,32,A,20200217,255,105677,105714,,,104136,104159,2,,6-4 2-6 (10-4),3,R32,Nikola Cacic,R,,SRB,29.19644079,Hugo Nys,R,,MON,29.00205339,Santiago Gonzalez,R,190,MEX,36.98015058,Ken Skupski,L,185,GBR,36.85968515,66,1344,70,1201,43,1973,51,1753,89,3,3,63,34,23,14,9,8,11,1,2,61,39,22,12,9,4,6
2020-0496,Marseille,Hard,32,A,20200217,269,103917,105577,,,105323,105254,2,,6-3 6-4,3,F,Nicolas Mahut,R,190,FRA,38.07255305,Vasek Pospisil,R,193,CAN,29.65366188,Wesley Koolhof,R,,NED,30.83641342,Nikola Mektic,R,,CRO,31.14852841,3,5725,448,90,16,3820,22,3470,72,10,1,51,39,33,7,10,2,2,2,1,51,34,25,6,9,3,5
2020-0496,Marseille,Hard,32,A,20200217,268,103917,105577,,,105906,105617,1,,6-3 6-2,3,SF,Nicolas Mahut,R,190,FRA,38.07255305,Vasek Pospisil,R,193,CAN,29.65366188,Kevin Krawietz,R,190,GER,28.06570842,Andreas Mies,U,,GER,29.49212868,3,5725,448,90,12,4240,13,4205,56,6,0,47,34,30,6,9,2,2,3,4,41,24,17,7,8,1,4
2020-0496,Marseille,Hard,32,A,20200217,267,105323,105254,2,,104233,105047,,,6-4 6-2,3,SF,Wesley Koolhof,R,,NED,30.83641342,Nikola Mektic,R,,CRO,31.14852841,Frederik Nielsen,R,190,DEN,36.47638604,Tim Puetz,R,,GER,32.24640657,16,3820,22,3470,58,1610,63,1360,63,4,1,46,25,19,13,9,1,2,1,4,45,30,17,8,9,2,6
2020-0496,Marseille,Hard,32,A,20200217,266,105906,105617,1,,105332,110754,,,6-2 7-6(5),3,QF,Kevin Krawietz,R,190,GER,28.06570842,Andreas Mies,U,,GER,29.49212868,Benoit Paire,R,196,FRA,30.77891855,David Vega Hernandez,R,,ESP,25.65366188,12,4240,13,4205,84,983,113,757,67,3,1,57,43,36,9,10,0,0,2,3,58,37,26,15,10,3,5
2020-0496,Marseille,Hard,32,A,20200217,265,103917,105577,,,103781,104273,4,,6-3 6-4,3,QF,Nicolas Mahut,R,190,FRA,38.07255305,Vasek Pospisil,R,193,CAN,29.65366188,Jurgen Melzer,L,183,AUT,38.74058864,Edouard Roger Vasselin,R,188,FRA,36.22176591,3,5725,448,90,36,2275,17,3610,59,11,1,49,41,33,4,10,0,1,1,1,46,32,20,9,9,0,3
2020-0496,Marseille,Hard,32,A,20200217,264,104233,105047,,,103523,133430,,,7-5 6-7(3) (10-8),3,QF,Frederik Nielsen,R,190,DEN,36.47638604,Tim Puetz,R,,GER,32.24640657,Rohan Bopanna,R,190,IND,39.95619439,Denis Shapovalov,L,,CAN,20.84325804,58,1610,63,1360,37,2200,46,1850,96,4,3,77,52,39,10,12,1,4,9,2,88,61,43,10,12,4,8
2020-0496,Marseille,Hard,32,A,20200217,263,105323,105254,2,,102968,105781,,,6-3 7-5,3,QF,Wesley Koolhof,R,,NED,30.83641342,Nikola Mektic,R,,CRO,31.14852841,Jonathan Erlich,R,180,ISR,42.86926762,Andrei Vasilevski,R,,BLR,28.72553046,16,3820,22,3470,67,1332,78,1011,73,4,0,56,37,28,15,11,2,3,1,4,55,37,25,8,10,3,6
2020-0496,Marseille,Hard,32,A,20200217,262,105906,105617,1,,202065,126774,,WC,6-4 6-7(5) (10-6),3,R32,Kevin Krawietz,R,190,GER,28.06570842,Andreas Mies,U,,GER,29.49212868,Petros Tsitsipas,U,,GRE,19.55920602,Stefanos Tsitsipas,R,,GRE,21.51676934,12,4240,13,4205,1071,20,87,960,88,3,2,63,47,41,11,11,0,1,4,1,73,47,34,15,11,0,2
2020-0496,Marseille,Hard,32,A,20200217,261,105332,110754,,,122330,200615,,,4-6 6-2 (10-5),3,R32,Benoit Paire,R,196,FRA,30.77891855,David Vega Hernandez,R,,ESP,25.65366188,Alexander Bublik,R,,KAZ,22.66940452,Alexei Popyrin,R,,AUS,20.53661875,84,983,113,757,103,855,1125,17,63,0,6,61,35,28,12,9,3,5,2,3,56,27,21,14,9,0,3
